given,family,sequence,affiliation,DOI
Giuseppe,Barile,additional,,10.12688/f1000research.26008.2
Daniela,Di Venere,additional,,10.12688/f1000research.26008.2
Massimo,Corsalini,additional,,10.12688/f1000research.26008.2
Riccardo,Tizzoni,first,,10.12688/f1000research.51845.1
Marta,Tizzoni,additional,,10.12688/f1000research.51845.1
Carlo Alfredo,Clerici,additional,,10.12688/f1000research.51845.1
Valentine Joseph,Owan,first,,10.12688/f1000research.54245.2
Jennifer,Uzoamaka Duruamaku-Dim,additional,,10.12688/f1000research.54245.2
Francisca,Nonyelum Odigwe,additional,,10.12688/f1000research.54245.2
Mercy Valentine,Owan,additional,,10.12688/f1000research.54245.2
Divya,Gandrala,first,,10.12688/f1000research.109577.1
Nitin,Gupta,additional,,10.12688/f1000research.109577.1
Alekhya,Lavu,additional,,10.12688/f1000research.109577.1
Vishnu Teja,Nallapati,additional,,10.12688/f1000research.109577.1
Vasudeva,Guddattu,additional,,10.12688/f1000research.109577.1
Kavitha,Saravu,additional,,10.12688/f1000research.109577.1
Sunil,Munakomi,first,,10.12688/f1000research.108816.1
Dipak,Chaulagain,additional,,10.12688/f1000research.108816.1
Walid,Alali,first,,10.12688/f1000research.54046.1
Wadha,AlFouzan,additional,,10.12688/f1000research.54046.1
Dhuha,Alajmi,additional,,10.12688/f1000research.54046.1
Haya,Al-Tawalah,additional,,10.12688/f1000research.54046.1
Khalid,Kheirallah,additional,,10.12688/f1000research.54046.1
Getnet,Yimer,additional,,10.12688/f1000research.54046.1
Azharuddin,Azharuddin,first,,10.12688/f1000research.53235.1
Muhammad,Ilmawan,additional,,10.12688/f1000research.53235.1
Jonny Karunia,Fajar,additional,,10.12688/f1000research.53235.1
Marhami,Fahriani,additional,,10.12688/f1000research.53235.1
Sukamto S.,Mamada,additional,,10.12688/f1000research.53235.1
Helnida Anggun,Maliga,additional,,10.12688/f1000research.53235.1
Firzan,Nainu,additional,,10.12688/f1000research.53235.1
Kuldeep,Dhama,additional,,10.12688/f1000research.53235.1
Harapan,Harapan,additional,,10.12688/f1000research.53235.1
Rahadyan,Magetsari,additional,,10.12688/f1000research.53235.1
Nawar Jasim,Alsalih,first,,10.12688/f1000research.53652.1
Zeayd Fadhil,Saeed,additional,,10.12688/f1000research.53652.1
Hazim Talib,Thwiny,additional,,10.12688/f1000research.53652.1
Ali Mosa Rashid,Al-Yasari,additional,,10.12688/f1000research.53652.1
Ahmed Waleed Dheyab,Alnassar,additional,,10.12688/f1000research.53652.1
James P.,Hobkirk,additional,,10.12688/f1000research.53652.1
Mohenned A.,Alsaadawi,additional,,10.12688/f1000research.53652.1
Richard F,Heller,first,,10.12688/f1000research.55156.2
Ya-Yen,Sun,additional,,10.12688/f1000research.55156.2
Zhe,Guo,additional,,10.12688/f1000research.55156.2
Arunima,Malik,additional,,10.12688/f1000research.55156.2
Takafumi,Kubota,first,,10.12688/f1000research.74299.1
Takafumi,Hasegawa,additional,,10.12688/f1000research.74299.1
Kensuke,Ikeda,additional,,10.12688/f1000research.74299.1
Masashi,Aoki,additional,,10.12688/f1000research.74299.1
Philip,Machanick,first,,10.12688/f1000research.23524.3
Bendix Samarta,Witarto,first,,10.12688/f1000research.73884.1
Visuddho,Visuddho,additional,,10.12688/f1000research.73884.1
Andro Pramana,Witarto,additional,,10.12688/f1000research.73884.1
Henry,Sutanto,additional,,10.12688/f1000research.73884.1
Bayu Satria,Wiratama,additional,,10.12688/f1000research.73884.1
Citrawati Dyah Kencono,Wungu,additional,,10.12688/f1000research.73884.1
Yub Raj,Sedhai,first,,10.12688/f1000research.51094.1
Alok,Atreya,additional,,10.12688/f1000research.51094.1
Prabin,Phuyal,additional,,10.12688/f1000research.51094.1
Soney,Basnyat,additional,,10.12688/f1000research.51094.1
Sagar,Pokhrel,additional,,10.12688/f1000research.51094.1
Hartmut,Traunmüller,first,,10.12688/f1000research.22432.5
Kadir,Alam,first,,10.12688/f1000research.52661.1
Subish,Palaian,additional,,10.12688/f1000research.52661.1
Pathiyil Ravi,Shankar,additional,,10.12688/f1000research.52661.1
Nisha,Jha,additional,,10.12688/f1000research.52661.1
Joshua T.,Cohen,first,,10.12688/f1000research.55634.1
Samuel B.,Weidner,additional,,10.12688/f1000research.55634.1
Mia,Kusmiati,first,,10.12688/f1000research.73587.1
Susanti,Dharmmika,additional,,10.12688/f1000research.73587.1
Asri,Maharani Dewi,additional,,10.12688/f1000research.73587.1
André Tadeu,Sugawara,first,,10.12688/f1000research.51636.1
Milton Seigui,Oshiro,additional,,10.12688/f1000research.51636.1
Eduardo Inglez,Yamanaka,additional,,10.12688/f1000research.51636.1
Ronaldo,Meneghetti,additional,,10.12688/f1000research.51636.1
Dayrin Vanessa,Tarazona Carvajal,additional,,10.12688/f1000research.51636.1
Leandro Ryuchi,Iuamoto,additional,,10.12688/f1000research.51636.1
Linamara Rizzo,Battistella,additional,,10.12688/f1000research.51636.1
Antti,Väänänen,first,,10.12688/f1000research.36775.1
Keijo,Haataja,additional,,10.12688/f1000research.36775.1
Katri,Vehviläinen-Julkunen,additional,,10.12688/f1000research.36775.1
Pekka,Toivanen,additional,,10.12688/f1000research.36775.1
Gilbert,Koome,first,,10.12688/f1000research.54658.2
Faith,Thuita,additional,,10.12688/f1000research.54658.2
Thaddaeus,Egondi,additional,,10.12688/f1000research.54658.2
Martin,Atela,additional,,10.12688/f1000research.54658.2
Sushmitha R,Karkada,first,,10.12688/f1000research.75960.1
Judith A,Noronha,additional,,10.12688/f1000research.75960.1
Shashikala K,Bhat,additional,,10.12688/f1000research.75960.1
Parvati,Bhat,additional,,10.12688/f1000research.75960.1
Baby S,Nayak,additional,,10.12688/f1000research.75960.1
Samia Mohammed,Alhassan,first,,10.12688/f1000research.76220.1
Abdelgadir,Elmugadam,additional,,10.12688/f1000research.76220.1
Nuha Eljaili,Abubaker,additional,,10.12688/f1000research.76220.1
Ghada A.,Elfadil,additional,,10.12688/f1000research.76220.1
Paryono,Muhrodji,first,,10.12688/f1000research.52135.2
Hendrawan Dian Agung,Wicaksono,additional,,10.12688/f1000research.52135.2
Sekar,Satiti,additional,,10.12688/f1000research.52135.2
Laksono,Trisnantoro,additional,,10.12688/f1000research.52135.2
Ismail,Setyopranoto,additional,,10.12688/f1000research.52135.2
Amelia Nur,Vidyanti,additional,,10.12688/f1000research.52135.2
Oluwayomi,Toyin Ojo,first,,10.12688/f1000research.73312.1
Magiswary,Dorasamy,additional,,10.12688/f1000research.73312.1
Melissa,W. Migin,additional,,10.12688/f1000research.73312.1
Jayamalathi,Jayabalan,additional,,10.12688/f1000research.73312.1
Rajeswari,R,additional,,10.12688/f1000research.73312.1
Soon Seng,Tung,additional,,10.12688/f1000research.73312.1
Tarteel,Hassan,first,,10.12688/f1000research.74576.1
Razan A.,Bashir,additional,,10.12688/f1000research.74576.1
Dina N.,Abdelrahman,additional,,10.12688/f1000research.74576.1
Hassan,Madni,additional,,10.12688/f1000research.74576.1
Abdel Rahim,M El Hussein,additional,,10.12688/f1000research.74576.1
Isam M.,Elkidir,additional,,10.12688/f1000research.74576.1
Khalid A.,Enan,additional,,10.12688/f1000research.74576.1
Zhang,Chuyin,first,,10.12688/f1000research.75364.1
Zhao Hui,Koh,additional,,10.12688/f1000research.75364.1
Regan,Gallagher,additional,,10.12688/f1000research.75364.1
Shinji,Nishimoto,additional,,10.12688/f1000research.75364.1
Naotsugu,Tsuchiya,additional,,10.12688/f1000research.75364.1
Mona,Ali Mahmoud Assar,first,,10.12688/f1000research.75870.1
Martina,Hüffel,additional,,10.12688/f1000research.75870.1
Mamdouh,Afify,additional,,10.12688/f1000research.75870.1
Ralf,Weiskirchen,additional,,10.12688/f1000research.75870.1
Albrecht,Eisert,additional,,10.12688/f1000research.75870.1
Rene,Tolba,additional,,10.12688/f1000research.75870.1
Julia,Steitz,additional,,10.12688/f1000research.75870.1
Wei Ling,Kwan,first,,10.12688/f1000research.73318.1
Magiswary,Dorasamy,additional,,10.12688/f1000research.73318.1
Abdul Aziz,Bin Ahmad,additional,,10.12688/f1000research.73318.1
Jayamalathi,Jayabalan,additional,,10.12688/f1000research.73318.1
Pradeep,Kumar,additional,,10.12688/f1000research.73318.1
Lingeswaran,Subermaniam,additional,,10.12688/f1000research.73318.1
Ezatul Faizura,Mustaffa Kamal Effendee,first,,10.12688/f1000research.73373.1
Magiswary,Dorasamy,additional,,10.12688/f1000research.73373.1
Abdul Aziz,Bin Ahmad,additional,,10.12688/f1000research.73373.1
Azrin,Aris,additional,,10.12688/f1000research.73373.1
Saida,Harguem,additional,,10.12688/f1000research.73373.1
Maniam,Kaliannan,additional,,10.12688/f1000research.73373.1
Michael,Skovdal Rathleff,first,,10.12688/f1000research.75667.1
Camilla,Rams Rathleff,additional,,10.12688/f1000research.75667.1
Jens,Lykkegaard Olesen,additional,,10.12688/f1000research.75667.1
Ewa M,Roos,additional,,10.12688/f1000research.75667.1
Sten,Rasmussen,additional,,10.12688/f1000research.75667.1
Alessandro,Andreucci,additional,,10.12688/f1000research.75667.1
Martin,Bach Jensen,additional,,10.12688/f1000research.75667.1
Jia Yan,Lim,first,,10.12688/f1000research.70658.1
Wooi-Nee,Tan,additional,,10.12688/f1000research.70658.1
Yi-Fei,Tan,additional,,10.12688/f1000research.70658.1
Lit-Jie,Chew,first,,10.12688/f1000research.73060.1
Su-Cheng,Haw,additional,,10.12688/f1000research.73060.1
Samini,Subramaniam,additional,,10.12688/f1000research.73060.1
Vera M.,Onwong'a,first,,10.12688/f1000research.52954.1
Rachael W.,Gachogo,additional,,10.12688/f1000research.52954.1
Moses M.,Masika,additional,,10.12688/f1000research.52954.1
Graeme B.,Jacobs,additional,,10.12688/f1000research.52954.1
Frank G.,Onyambu,additional,,10.12688/f1000research.52954.1
Ali Hadi,Abbas,first,,10.12688/f1000research.28421.2
Haider Abas,AL saegh,additional,,10.12688/f1000research.28421.2
Furkan Sabbar,ALaraji,additional,,10.12688/f1000research.28421.2
Enilton,Mattos,first,,10.12688/f1000research.42120.1
Alex,Guedes,additional,,10.12688/f1000research.42120.1
Paulo Itamar Ferraz,Lessa,additional,,10.12688/f1000research.42120.1
Abrahão Fontes,Baptista,additional,,10.12688/f1000research.42120.1
Dina Auliya,Amly,first,,10.12688/f1000research.27915.2
Puspita,Hajardhini,additional,,10.12688/f1000research.27915.2
Alma Linggar,Jonarta,additional,,10.12688/f1000research.27915.2
Heribertus Dedy Kusuma,Yulianto,additional,,10.12688/f1000research.27915.2
Heni,Susilowati,additional,,10.12688/f1000research.27915.2
Surendran,Deepanjali,first,,10.12688/f1000research.54410.2
Mandal,Jharna,additional,,10.12688/f1000research.54410.2
Bammigatti,Chanaveerappa,additional,,10.12688/f1000research.54410.2
Dhandapani,Sarumathi,additional,,10.12688/f1000research.54410.2
Pallam,Gopichand,additional,,10.12688/f1000research.54410.2
Kaliyappan,Anupriya,additional,,10.12688/f1000research.54410.2
Dobromira,Shopova,first,,10.12688/f1000research.72961.1
Krasimir,Mladenov,additional,,10.12688/f1000research.72961.1
Taufique,Joarder,first,,10.12688/f1000research.28333.2
Muhammad N.B.,Khaled,additional,,10.12688/f1000research.28333.2
Mohammad A.I.,Joarder,additional,,10.12688/f1000research.28333.2
Mochammad Nur,Cahyono,first,,10.12688/f1000research.50938.2
Ferry,Efendi,additional,,10.12688/f1000research.50938.2
Harmayetty,Harmayetty,additional,,10.12688/f1000research.50938.2
Qorinah Estiningtyas Sakilah,Adnani,additional,,10.12688/f1000research.50938.2
Hsiao Ying,Hung,additional,,10.12688/f1000research.50938.2
Tian Soon,Lee,first,,10.12688/f1000research.72912.1
Esmail Ali,Alandoli,additional,,10.12688/f1000research.72912.1
V,Vijayakumar,additional,,10.12688/f1000research.72912.1
William,Bradshaw,first,,10.12688/f1000research.51164.1
Jonathan,Huggins,additional,,10.12688/f1000research.51164.1
Alun,Lloyd,additional,,10.12688/f1000research.51164.1
Kevin,Esvelt,additional,,10.12688/f1000research.51164.1
Dhekra,Toumi,first,,10.12688/f1000research.52234.1
Korbi,Asma,additional,,10.12688/f1000research.52234.1
Marwa,Badr,additional,,10.12688/f1000research.52234.1
Farouk,Ennaceur,additional,,10.12688/f1000research.52234.1
Boujemaa,Touati,additional,,10.12688/f1000research.52234.1
Ahmed,Hajji,additional,,10.12688/f1000research.52234.1
Raja,Faleh,additional,,10.12688/f1000research.52234.1
Maryam,Zand,first,,10.12688/f1000research.24163.2
Jianhua,Ruan,additional,,10.12688/f1000research.24163.2
Christopher Saaha,Bornaa,first,,10.12688/f1000research.54268.2
Baba,Seidu,additional,,10.12688/f1000research.54268.2
Yakubu Ibrahim,Seini,additional,,10.12688/f1000research.54268.2
Luigi,Marongiu,first,,10.12688/f1000research.25738.2
Eric B.,Shain,additional,,10.12688/f1000research.25738.2
Marianna,Martinelli,additional,,10.12688/f1000research.25738.2
Matteo,Pagliari,additional,,10.12688/f1000research.25738.2
Heike,Allgayer,additional,,10.12688/f1000research.25738.2
Dickson,Aruhomukama,first,,10.12688/f1000research.51240.1
Douglas,Bulafu,additional,,10.12688/f1000research.51240.1
Mohamed L.,Seghier,first,,10.12688/f1000research.73876.1
Muhammad,Nadeem,first,,10.12688/f1000research.28045.1
Syed Asim Ali,Shah,additional,,10.12688/f1000research.28045.1
Naveed,Arshad,additional,,10.12688/f1000research.28045.1
Faiza,Riaz,additional,,10.12688/f1000research.28045.1
Rizwan Saeed,Kiani,additional,,10.12688/f1000research.28045.1
Muhammad Abdul,Quddus,additional,,10.12688/f1000research.28045.1
Evgeny S.,Zhvansky,first,,10.12688/f1000research.28288.1
Anatoly A.,Sorokin,additional,,10.12688/f1000research.28288.1
Denis S.,Zavorotnyuk,additional,,10.12688/f1000research.28288.1
Vsevolod A.,Shurkhay,additional,,10.12688/f1000research.28288.1
Vasiliy A.,Eliferov,additional,,10.12688/f1000research.28288.1
Denis S.,Bormotov,additional,,10.12688/f1000research.28288.1
Daniil G.,Ivanov,additional,,10.12688/f1000research.28288.1
Alexander A.,Potapov,additional,,10.12688/f1000research.28288.1
Dina N.,Abdelrahman,first,,10.12688/f1000research.24818.3
Aya A.,Taha,additional,,10.12688/f1000research.24818.3
Mazar M.,Dafaallah,additional,,10.12688/f1000research.24818.3
Alaa Abdelgafoor,Mohammed,additional,,10.12688/f1000research.24818.3
Abdel Rahim M.,El Hussein,additional,,10.12688/f1000research.24818.3
Ahmed I.,Hashim,additional,,10.12688/f1000research.24818.3
Yousif F.,Hamedelnil,additional,,10.12688/f1000research.24818.3
Hisham N.,Altayb,additional,,10.12688/f1000research.24818.3
Yehudit,Shabat,first,,10.12688/f1000research.54487.1
Yaron,Ilan,additional,,10.12688/f1000research.54487.1
Barbara,Cordell,first,,10.12688/f1000research.52743.1
Anup,Kanodia,additional,,10.12688/f1000research.52743.1
Gregory K.,Miller,additional,,10.12688/f1000research.52743.1
Emma,Mendelsohn,first,,10.12688/f1000research.26870.2
Noam,Ross,additional,,10.12688/f1000research.26870.2
Allison M.,White,additional,,10.12688/f1000research.26870.2
Karissa,Whiting,additional,,10.12688/f1000research.26870.2
Cale,Basaraba,additional,,10.12688/f1000research.26870.2
Brooke,Watson Madubuonwu,additional,,10.12688/f1000research.26870.2
Erica,Johnson,additional,,10.12688/f1000research.26870.2
Mushtaq,Dualeh,additional,,10.12688/f1000research.26870.2
Zach,Matson,additional,,10.12688/f1000research.26870.2
Sonia,Dattaray,additional,,10.12688/f1000research.26870.2
Nchedochukwu,Ezeokoli,additional,,10.12688/f1000research.26870.2
Melanie,Kirshenbaum Lieberman,additional,,10.12688/f1000research.26870.2
Jacob,Kotcher,additional,,10.12688/f1000research.26870.2
Samantha,Maher,additional,,10.12688/f1000research.26870.2
Carlos,Zambrana-Torrelio,additional,,10.12688/f1000research.26870.2
Peter,Daszak,additional,,10.12688/f1000research.26870.2
Aziemah,Azizi,first,,10.12688/f1000research.51066.3
Nuramalina H,Mumin,additional,,10.12688/f1000research.51066.3
Naeem,Shafqat,additional,,10.12688/f1000research.51066.3
Lorna J.,Duncan,first,,10.12688/f1000research.52161.1
Kelly F.D.,Cheng,additional,,10.12688/f1000research.52161.1
Maysaa El Sayed,Zaki,first,,10.12688/f1000research.29991.2
Raghdaa,Shrief,additional,,10.12688/f1000research.29991.2
Rasha H.,Hassan,additional,,10.12688/f1000research.29991.2
Tiana M.,Scott,first,,10.12688/f1000research.52412.2
Sam,Jensen,additional,,10.12688/f1000research.52412.2
Brett E.,Pickett,additional,,10.12688/f1000research.52412.2
Louise,Bezuidenhout,first,,10.12688/f1000research.26615.2
Johanna,Havemann,additional,,10.12688/f1000research.26615.2
Saif Aldeen,AlRyalat,first,,10.12688/f1000research.21884.4
Osama,El Khatib,additional,,10.12688/f1000research.21884.4
Ola,Al-qawasmi,additional,,10.12688/f1000research.21884.4
Hadeel,Alkasrawi,additional,,10.12688/f1000research.21884.4
Raneem,al Zu’bi,additional,,10.12688/f1000research.21884.4
Maram,Abu-Halaweh,additional,,10.12688/f1000research.21884.4
Yara,alkanash,additional,,10.12688/f1000research.21884.4
Ibrahim,Habash,additional,,10.12688/f1000research.21884.4
Hu,Ng,first,,10.12688/f1000research.73180.1
Azmin Alias,bin Mohd Azha,additional,,10.12688/f1000research.73180.1
Timothy Tzen Vun,Yap,additional,,10.12688/f1000research.73180.1
Vik Tor,Goh,additional,,10.12688/f1000research.73180.1
Sijing,Hu,first,,10.12688/f1000research.27739.1
Hao,Zhang,additional,,10.12688/f1000research.27739.1
Yunqiang,Liu,additional,,10.12688/f1000research.27739.1
Mohan,Liu,additional,,10.12688/f1000research.27739.1
Jingjing,Li,additional,,10.12688/f1000research.27739.1
Shunyao,Liao,additional,,10.12688/f1000research.27739.1
Naina,Wakode,first,,10.12688/f1000research.26371.3
Santosh,Wakode,additional,,10.12688/f1000research.26371.3
John,Santoshi,additional,,10.12688/f1000research.26371.3
Ming,Yang,first,,10.12688/f1000research.47692.1
Yixing,Wang,additional,,10.12688/f1000research.47692.1
Lei,Guo,additional,,10.12688/f1000research.47692.1
Chun-Ming,Liu,additional,,10.12688/f1000research.47692.1
Yun Jin,Kim,first,,10.12688/f1000research.51495.1
Linchao,Qian,additional,,10.12688/f1000research.51495.1
Muhammad Shahzad,Aslam,additional,,10.12688/f1000research.51495.1
Odunayo,Salau,first,,10.12688/f1000research.25011.2
Rowland,Worlu,additional,,10.12688/f1000research.25011.2
Adewale,Osibanjo,additional,,10.12688/f1000research.25011.2
Anthonia,Adeniji,additional,,10.12688/f1000research.25011.2
Tolulope,Atolagbe,additional,,10.12688/f1000research.25011.2
Jumoke,Salau,additional,,10.12688/f1000research.25011.2
Khairul,Nazri,first,,10.12688/f1000research.73064.2
Siow Chun,Lim,additional,,10.12688/f1000research.73064.2
Chandima,Gomes,additional,,10.12688/f1000research.73064.2
